"";"participant";"country";"gender";"age";"political_attitude";"social_status";"bfi2_E_t1";"bfi2_A_t1";"bfi2_C_t1";"bfi2_N_t1";"bfi2_O_t1";"ukraine_behavior_1_t1";"ukraine_behavior_2_t1";"ukraine_behavior_3_t1";"ukraine_behavior_4_t1";"ukraine_emo_1_t1";"ukraine_emo_2_t1";"ukraine_emo_3_t1";"ukraine_emo_4_t1";"ukraine_emo_5_t1";"ukraine_emo_6_t1";"ukraine_emo_7_t1";"ukraine_eval_1_t1";"ukraine_eval_2_t1";"ukraine_eval_3_t1";"ukraine_eval_4_t1";"ukraine_cope_1_t1";"ukraine_cope_2_t1";"ukraine_cope_3_t1";"ukraine_cope_4_t1";"ukraine_cope_5_t1";"ukraine_cope_6_t1";"ukraine_cope_7_t1";"ukraine_cope_8_t1";"ukraine_cope_9_t1";"ukraine_cope_10_t1";"ukraine_cope_11_t1";"ukraine_cope_12_t1";"ukraine_cope_13_t1";"ukraine_cope_14_t1";"ukraine_cope_15_t1";"ukraine_cope_16_t1";"ukraine_cope_17_t1";"ukraine_cope_18_t1";"ukraine_cope_19_t1";"ukraine_cope_20_t1";"ukraine_cope_21_t1";"ukraine_cope_22_t1";"ukraine_cope_23_t1";"ukraine_cope_24_t1";"ukraine_cope_25_t1";"ukraine_cope_26_t1";"ukraine_cope_27_t1";"ukraine_cope_28_t1"
"7456";7456;"poland";2;49;4;8;2,5;2,25;3;1,58333333333333;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7457";7457;"poland";1;34;NA;NA;3,5;3,5;3,75;2,75;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7458";7458;"poland";1;22;2;8;4;3,25;3,66666666666667;3,41666666666667;4,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7459";7459;"poland";1;42;5;NA;3,16666666666667;4,33333333333333;3,41666666666667;3,41666666666667;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7460";7460;"poland";2;30;5;6;3,16666666666667;2,91666666666667;3,33333333333333;2,75;3,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7461";7461;"poland";1;37;5;5;2,66666666666667;2,75;3,08333333333333;3,66666666666667;3,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7462";7462;"south_africa";1;24;NA;NA;2,33333333333333;3,5;3,66666666666667;3,83333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7463";7463;"poland";1;38;3;6;3,25;4;3,66666666666667;3,16666666666667;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7464";7464;"poland";1;78;5;6;3;4;2,83333333333333;2;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7465";7465;"france";1;22;6;8;3,75;3,83333333333333;3,33333333333333;2,58333333333333;3,91666666666667;7;3;3;1;2;2;2;4;5;5;6;3;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;1;1;3;2;1;1;1
"7466";7466;"poland";2;39;5;2;4,08333333333333;4,41666666666667;4,58333333333333;1,58333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7467";7467;"poland";1;19;NA;NA;3,66666666666667;3,5;2,83333333333333;2,75;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7468";7468;"south_africa";1;37;NA;NA;2,58333333333333;4,5;3,33333333333333;3,16666666666667;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7469";7469;"italy";1;50;1;6;2,91666666666667;3,58333333333333;3,58333333333333;3;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7470";7470;"poland";1;31;4;6;2,58333333333333;3,5;3,5;3;2,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7471";7471;"poland";1;63;1;7;4,25;4,33333333333333;4,91666666666667;1,08333333333333;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7472";7472;"poland";1;33;9;7;2,25;4,08333333333333;3,66666666666667;3,33333333333333;4,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7473";7473;"poland";1;23;4;7;3,91666666666667;3,41666666666667;4,08333333333333;3,41666666666667;4,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7474";7474;"poland";1;20;6;6;3;3,66666666666667;3,83333333333333;2,83333333333333;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7475";7475;"france";1;24;2;7;3,41666666666667;3,83333333333333;3,5;4,08333333333333;3,91666666666667;6;5;3;3;3;4;4;5;5;3;6;4;4;2;2;2;2;1;1;3;2;2;1;3;2;1;1;2;3;3;1;1;1;2;3;2;1;2;2;3;3;1;1
"7476";7476;"poland";1;25;3;7;1,91666666666667;3,5;4,41666666666667;4,41666666666667;3,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7477";7477;"poland";1;19;NA;NA;2,33333333333333;4,16666666666667;2,08333333333333;3,75;4,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7478";7478;"poland";1;20;5;6;4,08333333333333;3,75;3,16666666666667;2,75;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7479";7479;"poland";1;35;NA;NA;3,25;3,66666666666667;3,83333333333333;2,66666666666667;3,25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7480";7480;"poland";1;44;7;8;3,66666666666667;4;4,25;2,75;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7481";7481;"poland";1;53;NA;NA;2,5;3,5;3,33333333333333;3,75;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7482";7482;"poland";1;19;3;5;3,66666666666667;3,75;3,58333333333333;4,08333333333333;3,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7483";7483;"poland";1;41;4;4;2,83333333333333;3,33333333333333;3,58333333333333;3,83333333333333;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7484";7484;"south_africa";1;32;4;6;3,75;4,16666666666667;4,83333333333333;3,5;4,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7485";7485;"italy";1;29;5;3;2,91666666666667;3,58333333333333;3,08333333333333;3,91666666666667;3,58333333333333;5;1;3;2;3;2;2;2;2;2;2;4;5;4;5;3;3;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;1;4;3;1;1;4;3;1;1;2
"7486";7486;"poland";1;21;3;5;3,41666666666667;2,25;1,58333333333333;3,33333333333333;2,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7487";7487;"poland";2;68;6;6;3,08333333333333;3,75;3,58333333333333;2,16666666666667;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7488";7488;"poland";1;47;1;1;3;3;3,16666666666667;3,5;3,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7489";7489;"south_africa";1;36;3;3;3,5;3,75;4,66666666666667;3,91666666666667;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7490";7490;"poland";2;44;6;10;3,66666666666667;3,33333333333333;3,58333333333333;2,16666666666667;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7491";7491;"poland";2;40;6;3;2;3,58333333333333;3,08333333333333;3,58333333333333;2,83333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7492";7492;"poland";1;28;3;7;2,41666666666667;4;3,91666666666667;2,5;3,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7493";7493;"poland";1;18;NA;NA;3,25;3,83333333333333;3,5;3,83333333333333;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7494";7494;"poland";2;64;5;6;2,91666666666667;3,83333333333333;2,41666666666667;2,91666666666667;3,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7495";7495;"poland";1;18;2;4;3,25;3,83333333333333;3,83333333333333;3,41666666666667;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7496";7496;"poland";2;64;6;5;3;3,08333333333333;3,08333333333333;3,16666666666667;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7497";7497;"poland";1;35;1;7;3,83333333333333;4,08333333333333;4,25;2,58333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7498";7498;"italy";1;50;NA;NA;3,25;3,75;3,66666666666667;3,08333333333333;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7499";7499;"poland";2;26;6;8;3,83333333333333;3,33333333333333;3,75;3,08333333333333;4,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7500";7500;"poland";2;40;8;7;3,5;2,91666666666667;4,16666666666667;2,16666666666667;2,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7501";7501;"poland";1;18;5;4;2,75;3,41666666666667;2,16666666666667;2,41666666666667;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7502";7502;"poland";1;21;5;4;3,41666666666667;4,25;3,91666666666667;3,33333333333333;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7503";7503;"poland";1;21;6;8;2,33333333333333;3,5;4;3,66666666666667;4,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7504";7504;"poland";2;64;6;7;3,5;3,75;3,66666666666667;3,33333333333333;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7505";7505;"poland";2;41;8;5;4;4,33333333333333;4,58333333333333;1,75;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7506";7506;"poland";1;39;5;4;3,83333333333333;3,16666666666667;4;2,16666666666667;3,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7507";7507;"poland";1;41;5;7;3,33333333333333;4,16666666666667;4,33333333333333;2,83333333333333;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7508";7508;"south_africa";1;28;5;5;2,16666666666667;4,25;3,91666666666667;2,66666666666667;3,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7509";7509;"italy";1;50;1;8;3,08333333333333;3,66666666666667;3,58333333333333;2,91666666666667;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7510";7510;"poland";1;18;3;5;3;2;3;3,25;4,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7511";7511;"poland";1;32;NA;NA;3,08333333333333;4;2,41666666666667;2,41666666666667;3,91666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7512";7512;"poland";1;22;NA;NA;2;3,66666666666667;2,25;4,25;3,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7513";7513;"poland";2;29;NA;NA;2,58333333333333;4,41666666666667;4,41666666666667;2,58333333333333;4,08333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7514";7514;"poland";2;42;NA;NA;2,16666666666667;4,08333333333333;3,41666666666667;3,16666666666667;3,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7515";7515;"poland";1;46;5;5;2,41666666666667;3,75;3,75;2,91666666666667;2,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7516";7516;"poland";2;37;NA;NA;3;2,83333333333333;3,08333333333333;3,08333333333333;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7517";7517;"france";2;21;6;7;2,58333333333333;3,08333333333333;3;3;4,91666666666667;5;1;4;1;1;1;1;1;1;6;1;1;8;6;5;3;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;4;1;4;1;1;1;4;1;1;1;4
"7518";7518;"poland";2;29;4;5;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7519";7519;"poland";1;38;6;8;3,25;3,33333333333333;3,25;3;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7520";7520;"poland";2;44;6;7;3,16666666666667;3,41666666666667;3,91666666666667;1,83333333333333;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7521";7521;"sweden";2;24;NA;NA;3,5;4,33333333333333;3,33333333333333;2,25;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7522";7522;"poland";1;23;NA;NA;2,16666666666667;3,33333333333333;3,25;4,08333333333333;2,16666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7523";7523;"china";1;37;NA;NA;4,83333333333333;3;4,41666666666667;4,08333333333333;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7524";7524;"poland";2;63;10;6;4;3,5;4,58333333333333;1,83333333333333;3,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7525";7525;"poland";1;42;5;10;3,25;4;3,16666666666667;3,5;3,58333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7526";7526;"poland";1;43;8;6;2,91666666666667;3,83333333333333;3,91666666666667;2,66666666666667;3,41666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7527";7527;"poland";1;43;NA;NA;4,5;3,25;3,5;2,66666666666667;2,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7528";7528;"poland";2;45;5;5;3,66666666666667;3,25;2,83333333333333;3,66666666666667;3,33333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"7529";7529;"iran";1;39;4;8;3,5;3,83333333333333;3,83333333333333;3,5;2,66666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
